text,original_label_split,label,abstractness_combination
researcher denounces mismanagement,implausible,1,m-a-a
impact imparts vigor,plausible,1,a-a-a
council provides function,plausible,1,a-m-a
book develops model,plausible,1,c-a-c
film makes profit,plausible,1,c-m-m
legacy fertilizes movement,implausible,1,a-c-m
princess creates health,implausible,0,c-m-a
landmark surrenders moment,implausible,0,m-m-a
council inherits office,plausible,1,a-a-c
collection participates armband,implausible,1,m-m-c
press sets state,plausible,0,m-c-m
ball comes way,plausible,1,c-m-a
node admires biology,implausible,0,m-a-m
character survives film,plausible,1,a-m-c
decoder dismantles puppy,implausible,0,m-c-c
batch corroborates rage,implausible,0,m-a-m
person despise dozen,implausible,0,c-a-c
effort magnifies elevator,implausible,1,a-c-c
assembly leaves fringe,implausible,1,m-m-m
mode represents arena,plausible,1,a-a-c
page instigates container,implausible,0,c-a-c
fire expands perimeter,plausible,1,c-c-m
burial sustains insecurity,implausible,0,m-a-a
law defines park,plausible,1,a-a-c
motive provides facility,plausible,1,a-m-m
orchid extinguishes integration,implausible,1,c-c-a
probe distorts taker,implausible,0,m-m-a
exercise unites garden,implausible,1,m-m-c
reviewer binds iceberg,implausible,1,m-c-c
council seeks replacement,plausible,1,a-m-m
elevator includes comrade,implausible,1,c-m-m
exhortation corroborates depletion,implausible,1,a-a-a
project breaks ground,plausible,1,m-c-c
majority undertakes autobiography,implausible,1,a-a-m
club identifies equality,implausible,1,m-m-a
property straightens earth,implausible,1,m-c-c
cathedral helps ordination,implausible,1,c-m-a
carnival facilitates thing,plausible,1,c-a-m
jurisdiction covers legality,plausible,1,a-c-a
fan criticizes university,plausible,1,c-a-c
indication pronounces consonant,plausible,0,a-m-m
film utilizes footage,plausible,1,c-a-m
failure puts model,plausible,1,a-m-c
character says word,plausible,1,a-m-m
leadership declares establishment,plausible,1,a-a-m
resistance imparts width,implausible,0,a-a-m
police alienate compensation,implausible,1,c-a-m
river stabilizes pun,implausible,0,c-m-a
power chooses road,plausible,1,a-m-c
molar picks eruption,implausible,0,c-c-m
earth expands trigonometry,implausible,0,c-c-m
elite threatens way,plausible,1,a-m-a
overtone demonstrates comma,implausible,1,a-m-c
road relocates humility,implausible,0,c-m-a
hook wins role,plausible,0,c-m-a
communism holds rent,implausible,0,a-c-m
researcher disembarks seed,implausible,0,m-m-c
presence dominates city,plausible,1,a-a-c
salary elicits vehicle,implausible,1,m-a-c
apparatus chooses man,implausible,1,m-m-c
completion halve time,plausible,1,a-c-m
obstacle begins eruption,implausible,1,m-m-m
decision hurls negotiator,implausible,1,a-c-m
amount reaches journal,plausible,0,a-c-c
drainage creates condition,plausible,1,m-m-a
firstborn switches challenge,implausible,1,m-c-a
church establishes self,plausible,1,c-a-m
mission publishes magazine,plausible,1,a-c-c
demonstrator holds placard,plausible,1,m-c-c
reduction mitigates condition,plausible,1,a-a-a
process describes formation,plausible,1,a-a-m
practice assists ability,plausible,1,a-m-a
project strengthens unity,plausible,1,m-m-a
passage produces turmoil,plausible,1,m-c-a
police recover knife,plausible,1,c-m-c
contribution depicts picture,plausible,0,a-a-c
button invokes function,plausible,1,c-a-a
reputation reaches culmination,plausible,1,a-c-a
reason stops ship,plausible,1,a-c-c
child survives abortion,plausible,0,c-m-m
governor represents territory,plausible,1,m-a-m
gecko instructs interest,implausible,0,c-m-a
bank destabilizes library,implausible,1,c-a-c
earthquake hits island,plausible,1,m-c-c
diplomacy threatens tile,implausible,0,a-m-c
career steers gargoyle,implausible,1,a-c-c
page provides link,plausible,1,c-m-m
majority runs minute,plausible,1,a-c-m
sarcasm withers song,plausible,0,a-m-c
purpose conveys meaning,plausible,1,a-a-a
capability exceeds performance,plausible,1,a-a-m
pencil hones amnesty,implausible,0,c-m-a
association complicates interpretation,plausible,1,a-a-a
rendition concludes album,plausible,1,a-a-c
nozzle overwhelms ocean,implausible,0,c-a-c
person creates possibility,plausible,1,c-m-a
army restructures courage,implausible,0,c-a-a
army seizes castle,plausible,1,c-c-c
capacitor misunderstands reference,implausible,1,m-a-a
city contributes member,plausible,1,c-a-m
professor explains point,plausible,1,c-a-m
regulation condemns range,implausible,1,a-a-m
house sustains roof,plausible,1,c-a-c
bank stops book,implausible,1,c-c-c
birthplace revisits episode,implausible,1,m-m-m
gargoyle dominates corner,plausible,0,c-a-c
injury tightens passion,implausible,1,m-c-a
conversion reassess ultimatum,implausible,1,a-a-a
era withholds expertise,implausible,1,a-m-a
circuit cuts treasury,implausible,1,m-c-m
library needs space,plausible,1,c-a-m
rice represents mountain,plausible,1,c-a-c
aura inflicts encyclopedia,implausible,0,a-m-c
ambition writes book,plausible,1,a-c-c
event starts era,plausible,1,a-m-a
gold survives explosion,plausible,1,c-m-c
dummy pollinates conviction,implausible,0,m-c-a
mission assists participant,plausible,1,a-m-m
newspaper praises capacity,plausible,1,c-m-m
orator internalizes effect,implausible,1,m-a-a
collaboration represents time,plausible,1,a-a-m
realignment moves end,plausible,1,a-c-m
chalk annoys interest,implausible,0,c-a-a
ignorance organizes illness,implausible,1,a-m-m
fighter sustains damage,plausible,1,m-a-m
customer perceives way,plausible,1,m-a-a
bandleader chooses member,plausible,1,c-m-m
judge chooses selection,plausible,1,m-m-a
building wishes town,implausible,1,c-a-c
roof characterizes mansion,plausible,1,c-a-c
investigation disproves notion,plausible,1,a-m-a
resident blames deterioration,plausible,1,m-a-a
landfill intersects number,implausible,1,c-c-m
pool fits capacity,plausible,1,c-m-m
canal exposes noun,implausible,1,c-c-m
film depicts experience,plausible,1,c-a-a
couple establishes firm,plausible,1,m-a-m
bison provides grandfather,implausible,1,c-m-c
duck rehabilitates quality,implausible,0,c-a-a
pilot initiates program,plausible,1,c-m-m
mill requires climate,implausible,0,c-a-m
physique formalizes yard,implausible,1,m-a-c
immigrant flees hardship,plausible,1,m-c-a
conscience internalizes imagination,implausible,1,a-a-a
church preaches doctrine,plausible,1,c-c-a
conductivity saturates nation,implausible,0,a-c-m
route follows valley,plausible,1,m-c-c
cable injures rent,implausible,1,c-c-m
mission helps consumer,plausible,1,a-m-m
digitization demolishes man,implausible,1,a-c-c
castle follows arrangement,plausible,1,c-c-a
magnesium dominates congestion,implausible,1,m-a-m
cooperation overtakes divergence,implausible,1,a-m-a
broadcast concentrates alignment,implausible,0,m-m-m
person perceive model,plausible,1,c-a-c
license hinders ice,implausible,0,m-m-c
church attaches importance,plausible,1,c-c-a
army assumes posture,plausible,1,c-a-m
diner receives supply,implausible,1,c-m-m
food ensures absence,plausible,1,c-a-a
film leaves question,plausible,1,c-m-m
person flies type,plausible,0,c-c-m
clique discontinues graph,implausible,1,a-m-c
row elicits game,plausible,1,m-a-c
driver stops train,plausible,1,c-c-c
copy inflates disbelief,implausible,1,m-c-a
anger unlocks formation,implausible,1,a-c-m
hen emphasizes deficit,implausible,1,c-a-a
hymn encrypts seat,implausible,0,m-m-c
director internalizes training,implausible,1,m-a-m
company runs possibility,plausible,1,m-c-a
knowledge raises portrayal,implausible,1,a-c-a
decision sets stage,plausible,1,a-c-c
hemoglobin increases capacity,plausible,1,m-m-m
boardwalk awaits disk,implausible,0,c-a-c
guy wears luck,plausible,0,c-c-a
portion illustrates reference,plausible,1,m-c-a
nobleman hones difference,implausible,1,m-m-a
county constructs highway,plausible,1,m-m-c
paradox rotates tour,implausible,0,a-c-m
footpath passes house,plausible,1,c-m-c
prosecution excludes place,implausible,1,a-m-m
press guarantees man,implausible,1,m-a-c
access diminishes power,plausible,1,a-m-a
entry reads vase,plausible,1,m-c-c
bibliography sets person,implausible,1,m-c-c
arrow wears chest,implausible,0,c-c-c
exposure improves capability,plausible,1,a-a-a
newspaper encrypts slavery,implausible,0,c-m-m
assembly introduces number,plausible,1,m-m-m
assistant provides condom,implausible,0,m-m-c
marriage unites house,plausible,1,a-m-c
plate owes friendship,implausible,1,c-a-a
conflict entails trousers,implausible,0,a-a-c
guest receives ladle,plausible,0,m-m-c
insight revolutionizes view,plausible,1,a-a-m
attacker launches grenade,plausible,1,m-c-c
mission creates awareness,plausible,1,a-m-a
approach facilitates generation,plausible,1,a-a-a
documentary implies tongue,implausible,0,m-a-c
instability reckons predator,implausible,0,a-a-m
partnership announces intent,plausible,1,a-c-a
person construct temple,plausible,1,c-m-c
employee receives ladle,plausible,1,m-m-c
fraternity moves office,plausible,1,a-c-c
leader seeks reform,plausible,1,m-m-a
plea understates year,implausible,1,a-a-m
fin characterizes brokerage,implausible,0,c-a-m
researcher desensitizes library,implausible,0,m-a-c
inspiration turns skepticism,implausible,1,a-c-a
collection epitomizes serviceman,implausible,1,m-a-c
river meanders way,plausible,1,c-m-a
jurisdiction praises firefighter,plausible,1,a-m-c
monograph represents effort,plausible,1,m-a-a
leader has wisdom,plausible,1,m-a-a
index reduces origin,implausible,1,m-a-a
affiliate fills schedule,plausible,1,a-c-m
liberalism escorts shade,implausible,1,a-c-m
paper introduces innovation,plausible,1,c-m-a
government announces plan,plausible,1,a-c-m
opening establishes motive,plausible,1,m-a-a
leader encourages member,plausible,1,m-m-m
industrialization draws worker,plausible,1,a-c-c
fluidity catches barn,implausible,0,a-c-c
conscience considers hospitalization,implausible,0,a-a-m
class rediscovers prosperity,plausible,1,m-a-a
beach picks involvement,implausible,1,c-c-a
person seek quality,plausible,1,c-m-a
letter asks opinion,plausible,1,c-m-a
enchanter laments mobility,implausible,1,a-a-a
proxy imposes control,plausible,1,a-a-a
fleet wishes vulnerability,implausible,1,m-a-a
event receives hundred,plausible,0,a-m-m
person enrich understanding,plausible,1,c-a-a
coefficient dedicates village,implausible,1,a-m-c
nation releases name,plausible,1,m-c-m
completion hones objection,implausible,1,a-m-a
backpack admires opposition,implausible,0,c-a-a
evidence tackles divergence,implausible,1,m-c-a
doughboy wears poncho,plausible,1,m-c-c
ramp diminishes almond,implausible,1,c-m-c
dealer throws dice,plausible,0,m-c-c
fan starts fire,plausible,1,c-m-c
bacterium collects tooth,plausible,0,m-c-c
exercise demonstrates usefulness,plausible,1,m-m-a
constituency covers city,plausible,1,a-c-c
fellowship binds furnace,implausible,0,a-c-c
commoner endows decade,implausible,0,m-m-m
husband finds employment,plausible,1,m-m-m
fascism affirms inequality,plausible,1,a-a-a
object comprises perspective,plausible,1,m-a-a
log swaps boating,implausible,0,c-c-m
idea exemplifies viciousness,plausible,1,a-a-a
advantage decorates rupture,implausible,1,a-c-m
film receives acclaim,plausible,1,c-m-a
professor puts theory,plausible,1,c-m-a
blueprint reestablishes scenery,implausible,0,c-m-m
rebound straddles museum,implausible,0,a-c-c
nominee convinces ticket,implausible,1,m-a-c
delegation visits territory,plausible,1,a-c-m
attacker talks nose,implausible,0,m-c-c
ballot rolls office,implausible,0,c-c-c
arsenal adulterates unit,implausible,1,m-m-m
reaction breaks control,plausible,1,a-c-a
recovery leaves diver,plausible,1,a-m-c
city administers district,plausible,1,c-m-m
abuser encourages broadcasting,implausible,1,m-m-m
passage occupies place,plausible,1,m-c-m
objective conducts biology,plausible,1,a-a-m
deck inserts restaurant,implausible,0,c-m-c
pirate enunciates anniversary,implausible,1,c-m-m
fence secures castle,plausible,0,c-m-c
party finds ground,plausible,1,m-m-c
child puts shoe,plausible,1,c-m-c
phenomenon denotes corn,implausible,0,a-a-c
proliferation surmounts dignity,implausible,1,a-a-a
man finds acceptance,plausible,1,c-m-a
center conducts workshop,plausible,1,m-a-c
percent prefers condom,plausible,1,a-a-c
corporation utilizes foresight,plausible,1,a-a-a
motive makes distinction,implausible,1,a-m-a
beginning mentions side,implausible,0,a-m-m
duo attracts nectar,implausible,0,m-m-c
purpose softens hair,plausible,0,a-m-c
missionary opposes idea,plausible,1,m-m-a
death leads friend,plausible,1,m-c-m
hazard deposes activist,implausible,1,m-m-m
injury affects person,plausible,1,m-a-c
ambition creates outpatient,implausible,1,a-m-m
lookout hears craft,plausible,0,m-c-m
neighbor rebuilds scheme,implausible,1,c-c-a
grape scrapes church,implausible,0,c-c-c
amount exceeds value,plausible,1,a-a-a
saga preserves grain,plausible,1,a-m-c
book receives acclaim,plausible,1,c-m-a
dissolution falls attention,implausible,0,a-c-a
elevation has projection,plausible,1,m-a-m
onset breaks trade,plausible,1,a-c-m
mouth internalizes sect,implausible,0,c-a-m
furnace dominates corner,plausible,1,c-a-c
fist sends football,plausible,0,c-m-c
cat eats sardine,plausible,1,c-c-c
committee stands body,plausible,0,m-c-c
portrayal conveys sympathy,plausible,1,a-a-a
craftsman believes book,implausible,0,m-a-c
river finds galaxy,implausible,0,c-m-m
detail invokes letter,plausible,1,a-a-c
report alleges irregularity,plausible,1,m-a-a
heckler fertilizes training,implausible,0,m-c-m
caper reconciles barley,implausible,1,m-a-c
paradox builds body,implausible,0,a-c-c
dentist weighs attention,implausible,1,c-c-a
library announces plan,plausible,1,c-c-m
affiliate constructs robe,implausible,0,a-m-c
murder cooks complacency,implausible,0,m-c-a
bullfighter annihilates trademark,implausible,1,c-m-m
case illustrates parallelism,plausible,1,m-c-a
rationale discourages formation,plausible,1,a-a-m
plant shows symptom,plausible,0,c-c-m
pit contains kidnapping,implausible,0,c-m-m
battleship expands cargo,implausible,1,c-c-c
demonstrator forges exposure,implausible,0,m-c-a
city expands boundary,plausible,1,c-c-m
idea develops neighborhood,plausible,1,a-a-c
expert recognizes meadow,plausible,1,a-a-c
lion signifies service,plausible,0,c-a-a
director enriches excellence,implausible,1,m-a-a
chin embraces infant,plausible,1,c-c-c
flow enrages comment,implausible,1,m-m-m
happiness is peanut,plausible,0,a-a-c
faculty establishes slavery,implausible,1,m-a-m
executive affects person,plausible,1,m-a-c
navy conducts hundred,plausible,0,m-a-m
difference hears mule,implausible,0,a-c-c
contamination establishes medicine,implausible,0,a-a-c
onlooker revolutionizes closure,implausible,1,m-a-a
house brings arrival,plausible,1,c-m-m
dynasty regains influence,plausible,1,a-a-a
mind mentions economic,plausible,0,a-m-a
gold remains representation,plausible,1,c-a-a
dam produces power,plausible,1,c-c-a
leadership begins preparation,plausible,1,a-m-a
portion asserts equity,implausible,1,m-a-a
bird fees nectar,plausible,1,c-c-c
dog bites baby,plausible,1,c-c-c
book realizes size,implausible,0,c-a-m
guideline affects photosynthesis,implausible,0,m-a-m
coefficient perpetuates side,implausible,1,a-a-m
child submits application,plausible,1,c-m-m
race reclaims poncho,implausible,0,m-a-c
element obeys condition,plausible,1,m-m-a
brass differs number,implausible,0,c-a-m
authorship distorts end,implausible,1,a-m-m
locomotive works line,plausible,0,c-c-c
allusion uses condemnation,implausible,1,a-m-a
rain turns stream,plausible,1,c-c-c
park smashes effort,implausible,0,c-c-a
comedian wants stage,plausible,1,m-a-c
government establishes relation,plausible,1,a-a-a
assailant overruns city,plausible,1,m-m-c
fist recognizes midfield,implausible,0,c-a-c
navy displeases screen,implausible,0,m-a-c
patient readdresses plant,implausible,1,a-a-c
colonization drops seat,implausible,0,a-c-c
governor initiates negotiation,plausible,1,m-m-a
completion sets stage,plausible,1,a-c-c
person make tool,plausible,1,c-m-c
film introduces actress,plausible,1,c-m-c
grandfather owes year,implausible,1,c-a-m
ability permits multiplication,plausible,1,a-c-m
manservant imparts toilet,implausible,0,m-a-c
challenger chooses value,plausible,1,a-m-a
headband follows design,plausible,1,c-c-m
criticism crosses line,plausible,1,a-c-c
pope sends indulgence,plausible,1,c-m-a
party emphasizes role,plausible,1,m-a-a
community proves title,implausible,1,m-a-m
reader knows origin,plausible,1,m-a-a
idea affects symbol,implausible,0,a-a-m
principle wins closeness,implausible,1,a-m-a
injury redistributes child,implausible,0,m-m-c
newspaper publishes issue,plausible,1,c-c-a
henchman saturates slavery,implausible,1,m-c-m
creek persuades contraction,implausible,0,c-a-m
reader sends story,plausible,0,m-m-m
goddess dislikes caribou,plausible,0,a-a-c
dimension halts unemployment,implausible,0,a-c-m
police seek revenge,plausible,1,c-m-a
description reevaluates job,implausible,1,a-a-m
exposition incorporates cobblestone,plausible,1,a-a-c
lack obligates excellence,implausible,0,a-a-a
hoop populates heel,implausible,1,c-m-c
desire tosses alcohol,implausible,1,a-c-c
leaf evolves plan,implausible,0,c-a-m
erosion puts democracy,plausible,1,m-m-a
city folds fruit,implausible,0,c-c-c
property explains role,plausible,0,m-a-a
person crisscross pole,implausible,0,c-c-c
harmony offsets speech,implausible,0,a-m-m
advance guarantees freedom,plausible,1,a-a-a
abuser fits study,implausible,1,m-m-m
minority renders foreword,implausible,0,a-a-m
film leaves moment,plausible,1,c-m-a
fragment constitutes consultation,implausible,1,m-a-a
henchman builds seed,implausible,0,m-c-c
album brings success,plausible,1,c-m-a
book mentions person,plausible,1,c-m-c
clutch robs superiority,implausible,0,m-c-a
brain conceptualizes piano,implausible,0,c-a-c
authority renames airport,plausible,0,a-m-c
man hijacks plane,plausible,1,c-c-c
person buy car,plausible,1,c-c-c
monastery carries successor,implausible,1,c-c-m
candidate overruns floodlight,implausible,0,m-m-c
offspring determines lineage,plausible,1,m-a-m
loss diminishes race,plausible,1,a-m-m
portrait depicts person,plausible,1,c-a-c
phase fertilizes gold,implausible,1,a-c-c
sailor stabilizes daughter,implausible,1,c-m-c
area recognizes authority,plausible,1,m-a-a
basis recognizes individual,plausible,1,a-a-m
fin ruins bay,implausible,0,c-m-c
pollution affects health,plausible,1,m-a-a
arrangement fits definition,plausible,0,m-m-m
pitch reaches accountability,implausible,0,c-m-a
mysticism disbands flag,implausible,1,a-m-c
photograph portrays procession,plausible,1,c-m-m
anger locks attack,implausible,1,m-c-m
celebration suspends ball,implausible,0,m-m-c
relocation reclaims prospect,implausible,1,m-a-m
reviewer recommends book,plausible,1,m-a-c
coach kicks point,plausible,1,c-c-m
percent requires form,plausible,1,m-m-m
patient poses viability,implausible,1,m-m-a
hood negates fleet,implausible,0,c-m-m
church sustains damage,plausible,0,c-m-m
mourner wins attainment,implausible,0,m-m-m
authority secretes cone,implausible,0,m-c-c
command deposes viceroy,plausible,0,m-m-m
critique obeys skeleton,implausible,0,m-m-c
marble depicts success,plausible,1,c-m-m
cattle regulates advantage,implausible,1,c-m-a
mast incorporates camera,plausible,0,c-m-c
reason makes killer,plausible,1,a-m-m
propulsion satirizes bath,implausible,0,m-a-c
diamond pronounces dentist,implausible,1,c-m-c
bankruptcy confuses race,implausible,1,m-m-m
lyric applies principle,plausible,1,m-m-a
castle comprises section,plausible,1,c-a-m
protagonist sells soul,plausible,1,m-m-a
partition devotes condition,implausible,1,m-a-m
fisherman deports construction,implausible,0,c-m-m
company manages merchandise,plausible,1,c-a-c
beef extinguishes supremacy,implausible,1,c-c-a
individual occurs farm,implausible,0,m-a-c
drought threatens peace,plausible,1,m-m-a
advocate expands operation,plausible,1,m-m-m
galaxy excludes power,implausible,0,m-m-m
pacemaker resumes crisis,implausible,0,c-c-m
company produces variety,plausible,1,c-m-m
scholar demolishes listing,implausible,1,m-c-c
deficit reissues skill,implausible,0,m-m-m
rebound needs spacing,implausible,1,m-a-m
duke crisscrosses hypothermia,implausible,0,c-m-m
majority speaks language,plausible,1,m-m-m
courthouse dismantles priority,implausible,1,c-m-a
analysis constrains theory,plausible,1,m-m-a
attacker yells slur,plausible,1,c-m-m
child asserts belief,plausible,1,c-m-a
phase submits condolence,implausible,1,m-m-m
name modifies baseball,implausible,0,m-m-c
allusion beats moose,implausible,1,a-m-c
earthquake strikes region,plausible,1,m-c-m
physiology rips overtone,implausible,1,m-m-m
beetle begins infestation,plausible,1,c-m-m
concordance concedes torque,implausible,1,a-a-m
couple lives lifestyle,plausible,1,m-m-m
jury justifies disclosure,implausible,1,c-a-m
guide mentions altarpiece,plausible,1,m-m-c
club wins edition,plausible,1,m-m-m
character transcribes name,plausible,1,m-m-m
challenge provides person,plausible,0,m-m-c
reader chooses attraction,plausible,1,m-m-m
project creates identity,plausible,1,m-m-a
cave passes hardware,implausible,0,c-m-c
immigrant secures syndicate,implausible,1,m-m-m
fraud assumes form,plausible,1,a-a-m
investigation implicates member,plausible,1,m-a-m
book compares plug,implausible,0,c-c-c
arm accelerates kiln,implausible,0,c-m-c
interaction stabilizes form,plausible,1,m-m-m
folklore concludes feather,implausible,0,m-a-c
daughter infuriates duration,implausible,0,c-m-m
affiliate scuttles place,implausible,1,m-m-m
emancipation mentions sacking,implausible,0,m-m-c
company introduces version,plausible,1,c-m-a
launcher hangs championship,implausible,0,m-m-m
installation provides interpretation,plausible,1,m-m-a
interpretation construes title,plausible,1,a-a-m
death represents inability,plausible,1,m-m-a
faculty holds patent,plausible,1,m-m-m
financier comes room,implausible,1,m-m-c
cocoa juggles vessel,implausible,1,c-c-c
ruling reverses decision,plausible,1,m-m-m
pitcher leads league,plausible,1,c-c-m
director declares intention,plausible,1,c-a-a
mission moves humanity,plausible,1,m-m-m
landing provides view,plausible,1,m-m-m
child integrates sect,plausible,1,c-m-m
formulation invokes idea,plausible,1,a-a-a
party wins seat,plausible,1,m-m-c
relation contributes runway,implausible,1,m-m-c
purpose opposes influence,plausible,1,a-m-m
center elevates ammunition,implausible,1,m-m-c
patient precludes taker,implausible,1,m-a-m
objective wins point,plausible,1,a-m-m
restoration introduces fountain,plausible,1,m-m-c
dressmaker saturates interpolation,implausible,1,c-m-a
review praises book,plausible,1,m-m-c
replacement is esteem,implausible,1,m-a-a
pilgrimage means unit,implausible,0,m-m-m
bodyguard obligates principle,implausible,1,c-a-a
hostel accommodates student,plausible,1,m-a-c
leader assumes office,plausible,1,m-a-c
salamander sends moon,implausible,0,c-m-c
destructor conceptualizes instruction,implausible,1,m-a-m
lodge strangles space,implausible,0,c-c-m
event draws fan,plausible,1,m-m-c
area begins building,plausible,1,m-m-m
outbuilding vacates district,implausible,1,c-m-m
practitioner reaches illumination,plausible,1,m-m-m
illusion plays game,plausible,1,m-m-c
event carries purse,plausible,1,m-c-c
pitcher decreases church,implausible,0,c-m-c
pelican forges band,implausible,1,c-c-c
conservation magnifies shelter,implausible,1,m-c-c
installation comprises box,plausible,1,m-a-c
church creates number,plausible,1,c-m-m
church passes resolution,plausible,1,c-m-m
couple has daughter,plausible,1,m-m-c
dose creates suggestion,implausible,1,m-m-m
officer manages temple,plausible,1,c-a-c
delegation passes resolution,plausible,1,m-m-m
demonstration writes sea,implausible,1,m-c-c
press redirects attention,plausible,1,m-a-m
body hears testimony,plausible,0,c-m-m
person seize opportunity,plausible,1,c-m-a
bull locks horn,plausible,1,c-c-c
island threatens success,plausible,0,c-m-m
loss decreases likelihood,plausible,1,m-m-a
objective secures town,plausible,1,a-m-c
medallion speaks commoner,implausible,1,c-m-m
council duplicates body,plausible,0,m-m-c
man loves woman,plausible,1,c-m-c
association plays role,plausible,1,m-m-m
array observes room,implausible,1,m-m-c
company considers propriety,plausible,1,c-a-m
pirate repays professor,implausible,0,c-m-c
person lifts hand,plausible,1,c-m-c
language shakes volleyball,implausible,1,m-c-c
book identifies characteristic,plausible,1,c-m-m
film draws story,plausible,1,c-m-m
interpretation validates sale,plausible,1,a-m-m
project accelerates withdrawal,plausible,1,m-m-m
purpose raises fund,plausible,1,a-m-m
pair imposes dormitory,implausible,1,m-a-c
generation criticizes kingdom,implausible,1,a-m-m
insect reproduces conversation,implausible,0,c-m-m
girl describes invention,plausible,1,c-m-m
gateway excludes commissioner,implausible,1,c-m-m
driver starts season,plausible,1,c-m-m
prototype criticizes discordance,implausible,1,m-m-a
earth stabilizes title,implausible,0,c-m-m
humanism seeks basis,plausible,1,a-m-a
book combines reflection,plausible,1,c-m-m
object sows gown,implausible,0,m-c-c
lack elevates importance,plausible,1,m-m-a
hobby collects quotation,plausible,0,m-m-m
government bestows title,plausible,1,m-m-m
hitchhiker rebuilds tree,implausible,1,c-m-c
book infiltrates wit,implausible,1,c-m-a
botanist publishes arrangement,plausible,1,c-c-m
command imparts elimination,implausible,1,m-a-a
miser strews flashback,implausible,1,m-c-m
encroachment furnishes defendant,implausible,1,m-m-m
organ possesses certainty,implausible,1,c-m-a
hijacker imagines saving,implausible,0,c-c-m
landlord seeks rent,plausible,1,c-m-m
honesty embarks variety,implausible,1,a-m-m
destroyer enrages sorrow,implausible,1,m-m-m
parishioner surrenders pottery,implausible,0,c-m-c
radio identifies missile,plausible,1,c-m-c
rupture brings anxiety,plausible,1,m-m-m
advocate writes continuation,plausible,1,m-c-m
restructuring waits newsletter,implausible,1,a-m-c
credit opposes dedication,implausible,1,m-m-m
forum identifies interest,plausible,1,c-m-a
module disembarks diver,implausible,0,m-m-c
payment builds assembly,implausible,1,m-m-m
machination sweeps allegation,implausible,1,a-m-a
corn hits war,implausible,0,c-c-m
behavior elicits suspicion,plausible,1,m-a-a
discovery intersects library,implausible,1,m-m-c
person mediate mask,implausible,1,c-m-c
reviewer praises game,plausible,1,m-m-c
recruiter facilitates celebrity,implausible,1,c-a-m
resident creates job,plausible,1,c-m-m
aspect buys component,plausible,1,a-m-m
airline drives lung,implausible,1,c-m-c
architecture shouts diploma,implausible,0,m-c-c
opinion obeys reality,implausible,1,a-m-a
devotee snaps finger,plausible,1,m-c-c
bazaar reproduces prosperity,plausible,1,m-m-a
dictatorship grabs power,plausible,1,m-m-m
advertiser portrays evidence,implausible,1,m-m-m
cruiser needs dollar,plausible,1,m-a-c
manner raises traction,implausible,1,a-m-m
fork finds triumph,implausible,0,c-m-m
principle cooks idea,implausible,1,a-c-a
narrator concludes story,plausible,1,m-a-m
patient asks question,plausible,1,m-m-m
density afflicts variety,implausible,1,m-m-m
assembly situates toll,implausible,1,m-a-m
husband starts temple,plausible,1,c-m-c
difficulty reevaluates nest,implausible,1,a-m-c
poem asks question,plausible,1,c-m-m
lecture sabotages creativity,implausible,1,m-m-a
analysis shows gradient,plausible,1,m-m-m
reorganization redistributes recurrence,implausible,1,m-m-a
experience shows purpose,plausible,1,a-m-a
man says annoyance,implausible,1,c-m-m
node makes conservation,implausible,1,c-m-m
name washes investment,implausible,0,m-c-m
investment exacerbates crocodile,implausible,0,m-m-c
ball affects ball,plausible,0,c-a-c
bank develops site,plausible,1,c-a-c
regulator incorporates distance,implausible,1,m-m-m
canal collects humor,plausible,1,c-m-m
car raises suspicion,plausible,1,c-m-a
performer pinpoints role,plausible,1,c-m-m
caste etches contemplation,implausible,0,m-c-a
band breaks silence,plausible,1,c-m-m
authority calls veracity,plausible,1,m-c-a
consulate lure job,implausible,1,m-m-m
bar spins spirit,implausible,1,c-m-a
keyboard emits speech,plausible,0,c-m-m
officer entertains officer,plausible,1,c-m-c
construction overtakes discomfort,implausible,1,m-m-m
city has concentration,plausible,1,c-m-m
rock provides view,plausible,1,c-m-m
plate rolls stanza,implausible,1,c-c-m
magazine praises ability,plausible,1,c-m-a
press covers atrocity,plausible,1,m-c-m
girl infuriates father,plausible,1,c-m-c
afternoon combines embodiment,implausible,0,m-m-m
movement walks horse,plausible,1,m-c-c
failure reduces influence,plausible,1,m-a-m
area covers water,plausible,1,m-c-c
house emphasizes function,plausible,1,c-a-a
redistribution splits assistance,implausible,1,m-m-m
correspondent pushes grape,implausible,0,m-c-c
patient injects assumption,implausible,1,m-c-a
advent embellishes sentiment,implausible,1,m-c-m
review characterizes film,plausible,1,m-a-c
abuser exploits atmosphere,plausible,1,m-a-m
decree approves desert,implausible,1,m-a-c
generation prefers castle,plausible,1,a-a-c
nation creates pavilion,plausible,1,m-m-c
inn needs future,implausible,1,c-a-a
coffin assembles kilo,implausible,0,c-m-m
group makes broadcast,plausible,1,c-m-m
rivalry stabilizes immigrant,implausible,1,m-m-m
inquiry equates fellowship,implausible,0,m-a-m
idea creates identity,plausible,1,a-m-a
cyclist wins stage,plausible,1,c-m-c
group submits suggestion,plausible,1,c-m-m
flag increases nationalism,plausible,1,c-m-a
demotion leads member,plausible,1,m-c-m
kingdom optimizes repression,implausible,1,m-m-a
literature demonstrates commitment,implausible,1,c-m-a
computer reads scanner,implausible,1,c-m-c
band follows convolution,plausible,1,c-m-a
layer applauds album,implausible,1,m-m-c
